Date,Time,Day of the Week,Origin,Destination,Route,Weather Conditions,Accident Reports,Traffic Intensity,Distance
2025-03-26,01:11:28,Wednesday,Siêu thị Big C District 5,Trung tâm Văn hóa Chợ Lớn,Đường 3/2,Sunny,1,15,3.04
2025-03-11,20:49:28,Tuesday,Trung tâm Thương Mại Chợ Lớn,Chợ Bình Tây,Đường Lý Tự Trọng,Sunny,1,15,1.52
2025-03-04,09:51:28,Tuesday,Trung tâm Văn hóa Dân gian,Đền Bà Thiên Hậu,Đường Tô Hiệu,Sunny,0,47,3.81
2025-03-21,23:21:28,Friday,Trung tâm Văn hóa Chợ Lớn,Ngã tư Lê Văn Sỹ,Đường Lê Lợi,Cloudy,2,2,4.75
2025-03-16,18:00:28,Sunday,Đền Vua,Bệnh viện Quận 5,Đường Lý Tự Trọng,Cloudy,1,24,5.43
2025-03-10,21:12:28,Monday,Trường Trung học Chợ Lớn,Siêu thị Big C District 5,Đường Đồng Khởi,Sunny,0,30,1.29
2025-03-21,03:58:28,Friday,Trạm xe buýt Quận 5,Sân vận động Quận 5,Đường Trường Chinh,Sunny,0,21,7.61
2025-03-21,10:33:28,Friday,Trung tâm Văn hóa Chợ Lớn,Đền Bà Thiên Hậu,Đường Lê Văn Sỹ,Sunny,0,26,6.57
2025-03-03,17:57:28,Monday,Ngã tư Lê Văn Sỹ,Chợ Bình Tây,Đường 3/2,Stormy,1,2,5.29
2025-03-04,03:23:28,Tuesday,Trung tâm Văn hóa Dân gian,Cửa hàng Điện máy X,Đường Đồng Khởi,Sunny,0,48,6.66
2025-03-09,18:31:28,Sunday,Đền Vua,Trung tâm Văn hóa Dân gian,Đường Bạch Đằng,Sunny,2,20,3.79
2025-03-19,10:14:28,Wednesday,Cửa hàng Điện máy X,Nhà thờ Chợ Lớn,Đường Nguyễn Văn Quá,Cloudy,2,54,3.37
2025-03-08,20:15:28,Saturday,Bảo tàng Quận 5,Trung tâm Văn hóa Dân gian,Đường Cái Vạn,Rainy,1,54,5.81
2025-03-15,11:57:28,Saturday,Chợ Bình Tây,Trung tâm Văn hóa Dân gian,Đường Lý Thường Kiệt,Rainy,0,23,1.33
2025-03-08,14:16:28,Saturday,Sân vận động Quận 5,Trung tâm Văn hóa Chợ Lớn,Đường Bạch Đằng,Cloudy,4,33,5.13
2025-03-12,02:47:28,Wednesday,Bệnh viện Quận 5,Công viên District 5,Đường Lý Tự Trọng,Sunny,1,47,6.86
2025-03-21,13:24:28,Friday,Sân vận động Quận 5,Đền Vua,Đường Lý Tự Trọng,Sunny,0,28,4.86
2025-03-20,22:21:28,Thursday,Đền Vua,Chợ Bình Tây,Đường Lý Tự Trọng,Sunny,1,13,4.53
2025-03-24,02:26:28,Monday,Đền Vua,Trung tâm Văn hóa Dân gian,Đường Trần Hưng Đạo,Sunny,0,17,3.64
2025-03-17,08:57:28,Monday,Đền Bà Thiên Hậu,Trung tâm Văn hóa Dân gian,Đường 3/2,Sunny,0,21,5.55
2025-03-24,12:04:28,Monday,Ngã tư Lê Văn Sỹ,Siêu thị Big C District 5,Đường Lý Tự Trọng,Stormy,2,33,1.8
2025-03-03,11:49:28,Monday,Trạm xe buýt Quận 5,Trường Trung học Chợ Lớn,Đường Nguyễn Văn Quá,Sunny,2,33,4.42
2025-02-27,07:29:28,Thursday,Siêu thị Big C District 5,Trung tâm Văn hóa Chợ Lớn,Đường Đồng Khởi,Cloudy,0,33,4.68
2025-03-03,04:41:28,Monday,Trung tâm Y tế Quận 5,Chợ Bình Đông,Đường Bạch Đằng,Cloudy,0,42,0.5
2025-03-13,17:02:28,Thursday,Đền Vua,Bưu điện Chợ Lớn,Đường Lý Tự Trọng,Sunny,2,41,2.34
2025-03-12,01:39:28,Wednesday,Trường Tiểu học Chợ Lớn,Bảo tàng Quận 5,Đường 3/2,Cloudy,2,1,8.41
2025-03-15,19:55:28,Saturday,Đền Bà Thiên Hậu,Nhà thờ Chợ Lớn,Đường Lê Văn Sỹ,Cloudy,4,27,4.33
2025-03-14,15:03:28,Friday,Trạm xe buýt Quận 5,Ngã tư Lê Văn Sỹ,Đường Cái Vạn,Cloudy,0,27,5.6
2025-02-27,21:39:28,Thursday,Trung tâm Y tế Quận 5,Trường Trung học Chợ Lớn,Đường Lý Tự Trọng,Stormy,1,20,5.79
2025-03-22,19:01:28,Saturday,Công viên District 5,Chợ Bình Đông,Đường Nguyễn Văn Quá,Sunny,1,12,7.65
2025-03-20,08:32:28,Thursday,Trường Tiểu học Chợ Lớn,Bưu điện Chợ Lớn,Đường Lý Thường Kiệt,Sunny,0,17,5.71
2025-03-08,11:15:28,Saturday,Trung tâm Văn hóa Chợ Lớn,Trạm xe buýt Quận 5,Đường Nguyễn Văn Linh,Sunny,2,28,6.76
2025-03-13,12:02:28,Thursday,Đền Vua,Chợ Bình Đông,Đường Tô Hiệu,Sunny,1,31,6.11
2025-02-25,08:12:28,Tuesday,Chợ Bình Đông,Cửa hàng Điện máy X,Đường Pasteur,Sunny,0,12,4.18
2025-03-24,14:14:28,Monday,Trạm xe buýt Quận 5,Đền Vua,Đường Đồng Khởi,Sunny,0,31,7.2
2025-03-16,13:07:28,Sunday,Chợ Bình Tây,Bưu điện Chợ Lớn,Đường Lý Tự Trọng,Sunny,1,9,6.97
2025-03-19,22:26:28,Wednesday,Trung tâm Y tế Quận 5,Bảo tàng Quận 5,Đường Tô Hiệu,Rainy,2,29,7.07
2025-03-13,05:24:28,Thursday,Bệnh viện Quận 5,Đền Bà Thiên Hậu,Đường Lý Tự Trọng,Sunny,0,37,6.86
2025-03-01,05:32:28,Saturday,Đền Bà Thiên Hậu,Bảo tàng Quận 5,Đường Tô Hiệu,Sunny,1,25,7.37
2025-03-09,11:48:28,Sunday,Trung tâm Thương Mại Chợ Lớn,Trung tâm Văn hóa Dân gian,Đường Đồng Khởi,Cloudy,1,37,8.84
2025-03-16,16:00:28,Sunday,Siêu thị Big C District 5,Trung tâm Y tế Quận 5,Đường Lý Tự Trọng,Cloudy,0,40,2.14
2025-03-26,00:26:28,Wednesday,Trường Trung học Chợ Lớn,Trung tâm Văn hóa Dân gian,Đường 3/2,Cloudy,0,22,5.12
2025-03-11,10:16:28,Tuesday,Chợ Bình Đông,Đền Bà Thiên Hậu,Đường Lý Thường Kiệt,Rainy,0,24,11.76
2025-02-24,13:05:28,Monday,Đền Bà Thiên Hậu,Bảo tàng Quận 5,Đường Cái Vạn,Rainy,1,53,3.08
2025-03-19,02:41:28,Wednesday,Trạm xe buýt Quận 5,Công viên District 5,Đường Cái Vạn,Cloudy,0,19,8.21
2025-02-25,01:26:28,Tuesday,Công viên District 5,Đền Bà Thiên Hậu,Đường Nguyễn Văn Quá,Sunny,2,13,0.5
2025-03-09,16:15:28,Sunday,Cửa hàng Điện máy X,Bảo tàng Quận 5,Đường Nguyễn Văn Quá,Cloudy,1,5,3.14
2025-03-25,01:04:28,Tuesday,Trung tâm Thương Mại Chợ Lớn,Siêu thị Big C District 5,Đường Nguyễn Văn Quá,Sunny,3,31,5.39
2025-02-25,01:35:28,Tuesday,Bệnh viện Quận 5,Siêu thị Big C District 5,Đường Lý Thường Kiệt,Rainy,0,56,6.81
2025-03-13,02:38:28,Thursday,Siêu thị Big C District 5,Bảo tàng Quận 5,Đường Cách Mạng Tháng Tám,Cloudy,1,30,5.36
2025-03-26,06:49:28,Wednesday,Nhà thờ Chợ Lớn,Trung tâm Thương Mại Chợ Lớn,Đường Tô Hiệu,Cloudy,0,74,6.5
2025-03-11,03:28:28,Tuesday,Siêu thị Big C District 5,Sân vận động Quận 5,Đường Bạch Đằng,Sunny,0,27,5.09
2025-03-04,02:56:28,Tuesday,Công viên District 5,Trung tâm Văn hóa Chợ Lớn,Đường Lê Văn Sỹ,Cloudy,1,23,5.89
2025-03-24,12:51:28,Monday,Đền Vua,Bệnh viện Quận 5,Đường Cái Vạn,Sunny,0,58,9.13
2025-03-14,22:18:28,Friday,Trường Trung học Chợ Lớn,Bưu điện Chợ Lớn,Đường Trần Hưng Đạo,Cloudy,0,6,6.8
2025-03-06,03:12:28,Thursday,Sân vận động Quận 5,Trường Trung học Chợ Lớn,Đường Cái Vạn,Rainy,0,30,6.98
2025-03-13,04:43:28,Thursday,Chợ Bình Đông,Trường Tiểu học Chợ Lớn,Đường Lê Lợi,Sunny,1,35,4.86
2025-03-24,09:39:28,Monday,Trung tâm Thương Mại Chợ Lớn,Sân vận động Quận 5,Đường Trường Chinh,Sunny,0,55,2.64
2025-03-14,12:29:28,Friday,Cửa hàng Điện máy X,Siêu thị Big C District 5,Đường Lý Tự Trọng,Sunny,1,31,0.5
2025-03-01,18:22:28,Saturday,Trung tâm Y tế Quận 5,Chợ Bình Tây,Đường Tô Hiệu,Cloudy,0,11,0.54
2025-03-12,03:43:28,Wednesday,Bảo tàng Quận 5,Chợ Bình Đông,Đường Trường Chinh,Cloudy,0,7,5.53
2025-03-10,05:30:28,Monday,Siêu thị Big C District 5,Đền Bà Thiên Hậu,Đường Trường Chinh,Sunny,0,36,5.6
2025-03-10,02:19:28,Monday,Siêu thị Big C District 5,Trung tâm Y tế Quận 5,Đường Đồng Khởi,Cloudy,0,23,7.19
2025-03-09,00:56:28,Sunday,Đền Vua,Cửa hàng Điện máy X,Đường Pasteur,Sunny,1,28,3.83
2025-02-27,04:13:28,Thursday,Trường Tiểu học Chợ Lớn,Nhà thờ Chợ Lớn,Đường Đồng Khởi,Sunny,1,31,4.58
2025-03-09,09:54:28,Sunday,Đền Bà Thiên Hậu,Công viên District 5,Đường Lý Tự Trọng,Sunny,0,28,8.85
2025-03-11,13:44:28,Tuesday,Chợ Bình Tây,Cửa hàng Điện máy X,Đường Pasteur,Cloudy,0,28,3.76
2025-03-16,09:33:28,Sunday,Trường Tiểu học Chợ Lớn,Bệnh viện Quận 5,Đường Cách Mạng Tháng Tám,Sunny,1,14,4.21
2025-03-07,14:29:28,Friday,Nhà thờ Chợ Lớn,Trung tâm Văn hóa Chợ Lớn,Đường Lý Tự Trọng,Cloudy,1,46,5.56
2025-03-01,11:53:28,Saturday,Bưu điện Chợ Lớn,Chợ Bình Đông,Đường Bạch Đằng,Stormy,1,53,5.33
2025-03-20,02:24:28,Thursday,Công viên District 5,Chợ Bình Đông,Đường Đồng Khởi,Sunny,0,8,4.3
2025-03-15,19:58:28,Saturday,Ngã tư Lê Văn Sỹ,Siêu thị Big C District 5,Đường Đồng Khởi,Cloudy,3,36,1.81
2025-03-11,03:42:28,Tuesday,Siêu thị Big C District 5,Trung tâm Thương Mại Chợ Lớn,Đường Tô Hiệu,Sunny,1,48,4.22
2025-03-07,13:41:28,Friday,Công viên District 5,Cửa hàng Điện máy X,Đường Lê Văn Sỹ,Sunny,1,41,6.12
2025-03-06,01:31:28,Thursday,Đền Bà Thiên Hậu,Sân vận động Quận 5,Đường Bạch Đằng,Cloudy,4,29,5.12
2025-03-26,03:25:28,Wednesday,Đền Vua,Trạm xe buýt Quận 5,Đường Cái Vạn,Rainy,3,1,8.14
2025-02-26,08:05:28,Wednesday,Trung tâm Văn hóa Chợ Lớn,Trung tâm Văn hóa Dân gian,Đường Cách Mạng Tháng Tám,Sunny,0,12,3.85
2025-03-24,13:35:28,Monday,Bảo tàng Quận 5,Trung tâm Văn hóa Chợ Lớn,Đường Cái Vạn,Sunny,0,17,1.38
2025-03-11,15:02:28,Tuesday,Trường Trung học Chợ Lớn,Trạm xe buýt Quận 5,Đường Tô Hiệu,Sunny,1,10,5.94
2025-03-22,15:58:28,Saturday,Ngã tư Lê Văn Sỹ,Bảo tàng Quận 5,Đường Lý Thường Kiệt,Cloudy,2,24,4.0
2025-03-01,03:55:28,Saturday,Siêu thị Big C District 5,Trung tâm Văn hóa Chợ Lớn,Đường 3/2,Rainy,0,36,6.15
2025-03-09,08:27:28,Sunday,Bảo tàng Quận 5,Đền Vua,Đường Pasteur,Cloudy,2,48,3.86
2025-03-09,06:24:28,Sunday,Sân vận động Quận 5,Trường Trung học Chợ Lớn,Đường Lê Văn Sỹ,Sunny,2,44,2.84
2025-03-04,11:08:28,Tuesday,Cửa hàng Điện máy X,Trung tâm Thương Mại Chợ Lớn,Đường Lý Thường Kiệt,Sunny,0,38,5.23
2025-03-01,05:47:28,Saturday,Bảo tàng Quận 5,Trạm xe buýt Quận 5,Đường Lý Thường Kiệt,Sunny,1,35,3.73
2025-03-18,02:44:28,Tuesday,Bệnh viện Quận 5,Chợ Bình Đông,Đường Cách Mạng Tháng Tám,Sunny,4,26,6.83
2025-03-17,08:48:28,Monday,Bệnh viện Quận 5,Bảo tàng Quận 5,Đường Trần Hưng Đạo,Cloudy,1,23,8.01
2025-03-08,21:00:28,Saturday,Công viên District 5,Trung tâm Văn hóa Chợ Lớn,Đường Pasteur,Rainy,1,39,8.09
2025-03-04,18:09:28,Tuesday,Trung tâm Văn hóa Dân gian,Sân vận động Quận 5,Đường Tô Hiệu,Rainy,3,38,5.15
2025-03-15,23:52:28,Saturday,Siêu thị Big C District 5,Ngã tư Lê Văn Sỹ,Đường Đồng Khởi,Cloudy,3,25,7.04
2025-03-17,05:30:28,Monday,Cửa hàng Điện máy X,Trạm xe buýt Quận 5,Đường Đồng Khởi,Sunny,1,21,3.71
2025-03-17,22:35:28,Monday,Nhà thờ Chợ Lớn,Trường Trung học Chợ Lớn,Đường Cách Mạng Tháng Tám,Sunny,2,25,4.7
2025-03-08,06:19:28,Saturday,Sân vận động Quận 5,Trường Trung học Chợ Lớn,Đường 3/2,Sunny,0,13,6.0
2025-02-24,17:11:28,Monday,Bưu điện Chợ Lớn,Siêu thị Big C District 5,Đường Lý Thường Kiệt,Stormy,0,21,3.93
2025-03-22,23:24:28,Saturday,Trường Tiểu học Chợ Lớn,Trung tâm Văn hóa Dân gian,Đường Lý Thường Kiệt,Rainy,2,19,5.8
2025-03-11,11:07:28,Tuesday,Siêu thị Big C District 5,Trung tâm Văn hóa Dân gian,Đường Nguyễn Văn Quá,Cloudy,0,29,4.36
2025-03-11,16:07:28,Tuesday,Chợ Bình Đông,Cửa hàng Điện máy X,Đường Lê Lợi,Sunny,0,14,6.84
2025-03-07,20:43:28,Friday,Ngã tư Lê Văn Sỹ,Siêu thị Big C District 5,Đường Cái Vạn,Sunny,1,28,7.53
2025-03-09,05:03:28,Sunday,Ngã tư Lê Văn Sỹ,Trường Trung học Chợ Lớn,Đường Trường Chinh,Sunny,3,70,4.84
2025-03-24,00:18:28,Monday,Trung tâm Thương Mại Chợ Lớn,Trung tâm Văn hóa Dân gian,Đường Bạch Đằng,Cloudy,1,52,7.51
2025-03-12,10:15:28,Wednesday,Trung tâm Văn hóa Dân gian,Bưu điện Chợ Lớn,Đường Lý Thường Kiệt,Rainy,2,23,2.4
2025-03-12,21:54:28,Wednesday,Trung tâm Văn hóa Dân gian,Trạm xe buýt Quận 5,Đường Trường Chinh,Sunny,0,60,6.27
2025-03-02,13:03:28,Sunday,Trung tâm Thương Mại Chợ Lớn,Đền Bà Thiên Hậu,Đường Trường Chinh,Sunny,0,17,4.81
2025-03-26,10:24:28,Wednesday,Trung tâm Văn hóa Dân gian,Nhà thờ Chợ Lớn,Đường Pasteur,Sunny,0,23,3.98
2025-02-25,21:34:28,Tuesday,Nhà thờ Chợ Lớn,Trung tâm Thương Mại Chợ Lớn,Đường 3/2,Sunny,1,19,3.3
2025-03-02,11:58:28,Sunday,Trung tâm Văn hóa Chợ Lớn,Sân vận động Quận 5,Đường Nguyễn Văn Linh,Rainy,1,21,6.4
2025-03-07,12:04:28,Friday,Trung tâm Thương Mại Chợ Lớn,Đền Bà Thiên Hậu,Đường Lê Lợi,Rainy,2,15,2.38
2025-03-04,13:03:28,Tuesday,Bảo tàng Quận 5,Chợ Bình Đông,Đường Đồng Khởi,Sunny,0,39,4.27
2025-03-26,01:05:28,Wednesday,Bệnh viện Quận 5,Trường Trung học Chợ Lớn,Đường Cách Mạng Tháng Tám,Sunny,1,55,3.55
2025-03-12,13:10:28,Wednesday,Trung tâm Văn hóa Dân gian,Trường Tiểu học Chợ Lớn,Đường Tô Hiệu,Sunny,3,10,3.6
2025-03-01,07:22:28,Saturday,Trung tâm Văn hóa Chợ Lớn,Chợ Bình Đông,Đường Lê Lợi,Cloudy,0,51,4.71
2025-02-25,04:11:28,Tuesday,Bảo tàng Quận 5,Trạm xe buýt Quận 5,Đường Tô Hiệu,Sunny,0,24,1.99
2025-03-18,17:51:28,Tuesday,Trạm xe buýt Quận 5,Đền Bà Thiên Hậu,Đường Lý Thường Kiệt,Sunny,0,36,3.55
2025-02-28,01:15:28,Friday,Nhà thờ Chợ Lớn,Trường Trung học Chợ Lớn,Đường Trần Hưng Đạo,Cloudy,0,21,7.23
2025-03-19,18:18:28,Wednesday,Nhà thờ Chợ Lớn,Ngã tư Lê Văn Sỹ,Đường Lê Văn Sỹ,Sunny,2,48,5.96
2025-03-12,14:48:28,Wednesday,Trung tâm Văn hóa Dân gian,Nhà thờ Chợ Lớn,Đường Bạch Đằng,Rainy,1,9,4.38
2025-02-28,03:48:28,Friday,Ngã tư Lê Văn Sỹ,Chợ Bình Tây,Đường Nguyễn Văn Quá,Cloudy,1,18,4.62
2025-03-21,14:20:28,Friday,Ngã tư Lê Văn Sỹ,Bệnh viện Quận 5,Đường Trần Hưng Đạo,Sunny,0,6,6.68
2025-03-04,07:41:28,Tuesday,Ngã tư Lê Văn Sỹ,Trạm xe buýt Quận 5,Đường Lê Văn Sỹ,Sunny,0,33,3.24
2025-02-26,09:51:28,Wednesday,Nhà thờ Chợ Lớn,Siêu thị Big C District 5,Đường Cách Mạng Tháng Tám,Sunny,0,19,7.15
2025-03-24,02:08:28,Monday,Ngã tư Lê Văn Sỹ,Trường Trung học Chợ Lớn,Đường Nguyễn Văn Quá,Cloudy,0,18,3.38
2025-03-03,15:16:28,Monday,Trạm xe buýt Quận 5,Trường Trung học Chợ Lớn,Đường Lý Tự Trọng,Rainy,0,10,7.3
2025-03-11,11:09:28,Tuesday,Trung tâm Văn hóa Chợ Lớn,Đền Bà Thiên Hậu,Đường Lê Lợi,Sunny,1,10,6.59
2025-03-06,13:04:28,Thursday,Bệnh viện Quận 5,Siêu thị Big C District 5,Đường Đồng Khởi,Cloudy,0,25,9.75
2025-03-17,11:16:28,Monday,Chợ Bình Đông,Bệnh viện Quận 5,Đường Lê Lợi,Cloudy,2,44,4.65
2025-02-25,06:51:28,Tuesday,Trường Tiểu học Chợ Lớn,Trung tâm Văn hóa Dân gian,Đường Lê Văn Sỹ,Cloudy,0,19,2.87
2025-03-09,20:32:28,Sunday,Trung tâm Văn hóa Chợ Lớn,Sân vận động Quận 5,Đường Lý Thường Kiệt,Rainy,0,11,6.2
2025-03-18,09:24:28,Tuesday,Trạm xe buýt Quận 5,Trung tâm Y tế Quận 5,Đường Nguyễn Văn Quá,Sunny,2,31,5.53
2025-03-21,04:04:28,Friday,Nhà thờ Chợ Lớn,Bệnh viện Quận 5,Đường Lý Tự Trọng,Sunny,1,41,5.78
2025-03-17,13:59:28,Monday,Trung tâm Y tế Quận 5,Chợ Bình Tây,Đường Bạch Đằng,Sunny,1,28,4.01
2025-02-24,19:24:28,Monday,Ngã tư Lê Văn Sỹ,Bảo tàng Quận 5,Đường Lý Tự Trọng,Cloudy,0,26,6.93
2025-03-08,17:57:28,Saturday,Sân vận động Quận 5,Chợ Bình Đông,Đường Bạch Đằng,Sunny,1,27,2.81
2025-03-04,19:19:28,Tuesday,Trạm xe buýt Quận 5,Trung tâm Thương Mại Chợ Lớn,Đường Tô Hiệu,Sunny,1,42,3.32
2025-03-25,13:06:28,Tuesday,Công viên District 5,Bảo tàng Quận 5,Đường Lê Lợi,Sunny,0,34,2.4
2025-03-15,21:03:28,Saturday,Bệnh viện Quận 5,Trường Tiểu học Chợ Lớn,Đường Nguyễn Văn Linh,Sunny,0,39,4.84
2025-03-17,03:14:28,Monday,Bảo tàng Quận 5,Đền Bà Thiên Hậu,Đường Cái Vạn,Sunny,1,21,3.3
2025-03-06,05:08:28,Thursday,Nhà thờ Chợ Lớn,Ngã tư Lê Văn Sỹ,Đường Trần Hưng Đạo,Cloudy,0,38,5.0
2025-03-17,21:41:28,Monday,Trường Tiểu học Chợ Lớn,Đền Bà Thiên Hậu,Đường Nguyễn Văn Quá,Cloudy,1,14,3.77
2025-03-06,13:30:28,Thursday,Trung tâm Văn hóa Chợ Lớn,Bệnh viện Quận 5,Đường Đồng Khởi,Sunny,2,57,4.3
2025-03-16,22:02:28,Sunday,Chợ Bình Tây,Trường Trung học Chợ Lớn,Đường Bạch Đằng,Sunny,0,32,5.29
2025-03-08,02:35:28,Saturday,Đền Bà Thiên Hậu,Trung tâm Văn hóa Chợ Lớn,Đường Trần Hưng Đạo,Sunny,2,20,4.97
2025-03-09,17:40:28,Sunday,Trung tâm Văn hóa Dân gian,Ngã tư Lê Văn Sỹ,Đường Pasteur,Cloudy,0,26,2.27
2025-03-06,16:02:28,Thursday,Cửa hàng Điện máy X,Sân vận động Quận 5,Đường Lý Thường Kiệt,Rainy,0,30,3.05
2025-03-17,08:57:28,Monday,Đền Bà Thiên Hậu,Trường Trung học Chợ Lớn,Đường 3/2,Sunny,1,44,3.83
2025-03-18,05:11:28,Tuesday,Trạm xe buýt Quận 5,Chợ Bình Đông,Đường Trần Hưng Đạo,Cloudy,1,20,2.98
2025-03-15,16:44:28,Saturday,Trường Trung học Chợ Lớn,Trung tâm Y tế Quận 5,Đường Tô Hiệu,Cloudy,2,25,5.68
2025-03-07,02:51:28,Friday,Ngã tư Lê Văn Sỹ,Trung tâm Y tế Quận 5,Đường Tô Hiệu,Cloudy,0,11,5.65
2025-03-12,03:28:28,Wednesday,Trung tâm Y tế Quận 5,Siêu thị Big C District 5,Đường Cái Vạn,Sunny,1,19,7.17
2025-03-09,04:46:28,Sunday,Ngã tư Lê Văn Sỹ,Đền Vua,Đường Bạch Đằng,Cloudy,2,38,3.79
2025-03-19,06:04:28,Wednesday,Trung tâm Thương Mại Chợ Lớn,Trường Tiểu học Chợ Lớn,Đường Nguyễn Văn Quá,Cloudy,3,36,6.81
2025-03-24,21:40:28,Monday,Chợ Bình Đông,Bệnh viện Quận 5,Đường Cách Mạng Tháng Tám,Cloudy,1,41,5.04
2025-03-11,13:18:28,Tuesday,Công viên District 5,Trạm xe buýt Quận 5,Đường Lý Tự Trọng,Rainy,1,44,3.96
2025-03-16,10:37:28,Sunday,Chợ Bình Tây,Trung tâm Văn hóa Dân gian,Đường Lý Thường Kiệt,Sunny,0,22,6.52
2025-03-24,12:14:28,Monday,Đền Vua,Nhà thờ Chợ Lớn,Đường Pasteur,Rainy,2,13,5.04
2025-03-09,05:19:28,Sunday,Bệnh viện Quận 5,Trung tâm Văn hóa Dân gian,Đường Cách Mạng Tháng Tám,Sunny,0,32,3.5
2025-03-15,07:10:28,Saturday,Chợ Bình Tây,Trạm xe buýt Quận 5,Đường Pasteur,Sunny,1,44,7.59
2025-02-27,05:08:28,Thursday,Chợ Bình Đông,Trung tâm Văn hóa Chợ Lớn,Đường Bạch Đằng,Sunny,2,31,1.95
2025-03-07,16:04:28,Friday,Cửa hàng Điện máy X,Ngã tư Lê Văn Sỹ,Đường Cái Vạn,Cloudy,2,15,7.23
2025-03-07,12:07:28,Friday,Ngã tư Lê Văn Sỹ,Bảo tàng Quận 5,Đường 3/2,Rainy,2,3,5.57
2025-03-13,15:08:28,Thursday,Trung tâm Văn hóa Chợ Lớn,Trạm xe buýt Quận 5,Đường Lê Lợi,Sunny,1,41,3.46
2025-03-15,19:58:28,Saturday,Trạm xe buýt Quận 5,Siêu thị Big C District 5,Đường Cái Vạn,Sunny,1,56,4.37
2025-03-21,11:13:28,Friday,Chợ Bình Đông,Đền Bà Thiên Hậu,Đường Đồng Khởi,Cloudy,0,20,3.83
2025-03-01,20:17:28,Saturday,Công viên District 5,Trường Tiểu học Chợ Lớn,Đường Lê Lợi,Sunny,1,33,7.43
2025-03-05,12:30:28,Wednesday,Nhà thờ Chợ Lớn,Trung tâm Y tế Quận 5,Đường Lý Tự Trọng,Sunny,2,38,4.49
2025-03-25,11:05:28,Tuesday,Sân vận động Quận 5,Bảo tàng Quận 5,Đường Nguyễn Văn Quá,Cloudy,1,21,6.75
2025-03-17,11:51:28,Monday,Chợ Bình Đông,Nhà thờ Chợ Lớn,Đường Lý Thường Kiệt,Sunny,3,63,4.69
2025-03-24,04:47:28,Monday,Trung tâm Văn hóa Dân gian,Siêu thị Big C District 5,Đường Trần Hưng Đạo,Sunny,1,45,6.44
2025-03-22,23:32:28,Saturday,Trường Trung học Chợ Lớn,Công viên District 5,Đường Lý Tự Trọng,Sunny,0,14,4.78
2025-03-12,03:27:28,Wednesday,Siêu thị Big C District 5,Cửa hàng Điện máy X,Đường Trần Hưng Đạo,Stormy,2,10,4.03
2025-02-25,16:17:28,Tuesday,Nhà thờ Chợ Lớn,Trung tâm Thương Mại Chợ Lớn,Đường Bạch Đằng,Cloudy,0,34,4.54
2025-03-02,14:54:28,Sunday,Cửa hàng Điện máy X,Chợ Bình Đông,Đường Lý Tự Trọng,Sunny,0,35,7.62
2025-03-19,21:53:28,Wednesday,Công viên District 5,Trường Trung học Chợ Lớn,Đường Lý Thường Kiệt,Sunny,1,32,6.09
2025-03-06,17:28:28,Thursday,Siêu thị Big C District 5,Công viên District 5,Đường Nguyễn Văn Quá,Cloudy,2,25,2.59
2025-03-02,11:36:28,Sunday,Công viên District 5,Trung tâm Văn hóa Chợ Lớn,Đường Trường Chinh,Rainy,1,49,4.72
2025-03-17,03:28:28,Monday,Ngã tư Lê Văn Sỹ,Bệnh viện Quận 5,Đường Trường Chinh,Cloudy,0,28,3.26
2025-03-14,11:16:28,Friday,Nhà thờ Chợ Lớn,Bưu điện Chợ Lớn,Đường Tô Hiệu,Sunny,0,23,1.63
2025-03-25,03:44:28,Tuesday,Bệnh viện Quận 5,Chợ Bình Đông,Đường Cách Mạng Tháng Tám,Rainy,1,44,5.28
2025-03-13,13:19:28,Thursday,Bảo tàng Quận 5,Trường Trung học Chợ Lớn,Đường Bạch Đằng,Sunny,0,0,3.19
2025-03-03,07:12:28,Monday,Đền Bà Thiên Hậu,Trường Tiểu học Chợ Lớn,Đường Cái Vạn,Cloudy,1,43,3.28
2025-03-02,16:32:28,Sunday,Bảo tàng Quận 5,Trung tâm Y tế Quận 5,Đường Trường Chinh,Cloudy,1,61,6.08
2025-03-08,10:47:28,Saturday,Sân vận động Quận 5,Trường Tiểu học Chợ Lớn,Đường Cái Vạn,Cloudy,1,16,4.19
2025-03-21,09:55:28,Friday,Trung tâm Văn hóa Chợ Lớn,Trường Trung học Chợ Lớn,Đường Cái Vạn,Sunny,0,49,3.63
2025-03-13,00:20:28,Thursday,Trung tâm Thương Mại Chợ Lớn,Bệnh viện Quận 5,Đường Bạch Đằng,Rainy,2,32,7.26
